molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
35,warfarin,129.0683,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,131.048,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,147.0791,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,155.084,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,163.0377,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,164.0409,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,167.0837,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,171.0789,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,173.0218,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,179.0839,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,183.0791,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,184.0823,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,189.0528,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,191.0326,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,192.0356,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,205.0634,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,223.0738,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,224.0767,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,233.0588,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,251.0695,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,252.0727,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,253.0752,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,300.0895,,308.333,3.6096,4,1,67.51,4,3,1,0.7476258148,,,,0,0.158,-4.764,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.393,0,0,0,0.4,0.2,0.2,0,1,0.2,0,0,0.8,0.8
