molecule number	FDA approved name	mz	smiles	mw	alogp	hba	hbd	psa	rotb	arom	alerts	qed
214	bergapten	105.0719	COC1=C2C=CC(=O)OC2=CC3=C1C=CO3  	216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		115.0551		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		117.0723		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		118.0425		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		130.0394		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		131.0498		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		143.0495		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		145.0235		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		145.0627		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		146.0356		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		158.032		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		161.0558		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		161.065		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		173.025		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		173.0574		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		174.0295		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		174.076		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		202.0247		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		202.0644		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		202.0851		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		202.1249		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		202.1568		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		202.202		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		202.3609		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		217.0466		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
		165.089		216.1919999999	2.5478	4	0	52.58	1	3	1	0.5863590335
