molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
110,antipyrine,120.0799,CC1=CC(=O)N(N1C)C2=CC=CC=C2  ,188.23,1.48442,1,0,26.93,1,2,0,0.6656235642,,,,0,0.182,-4.462,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,130.064,,188.23,1.48442,1,0,26.93,1,2,0,0.6656235642,,,,0,0.182,-4.462,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,131.0715,,188.23,1.48442,1,0,26.93,1,2,0,0.6656235642,,,,0,0.182,-4.462,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,132.0791,,188.23,1.48442,1,0,26.93,1,2,0,0.6656235642,,,,0,0.182,-4.462,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,144.0795,,188.23,1.48442,1,0,26.93,1,2,0,0.6656235642,,,,0,0.182,-4.462,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,145.0634,,188.23,1.48442,1,0,26.93,1,2,0,0.6656235642,,,,0,0.182,-4.462,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,146.0826,,188.23,1.48442,1,0,26.93,1,2,0,0.6656235642,,,,0,0.182,-4.462,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,146.0933,,188.23,1.48442,1,0,26.93,1,2,0,0.6656235642,,,,0,0.182,-4.462,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,147.0903,,188.23,1.48442,1,0,26.93,1,2,0,0.6656235642,,,,0,0.182,-4.462,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,161.106,,188.23,1.48442,1,0,26.93,1,2,0,0.6656235642,,,,0,0.182,-4.462,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,172.0746,,188.23,1.48442,1,0,26.93,1,2,0,0.6656235642,,,,0,0.182,-4.462,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,174.0775,,188.23,1.48442,1,0,26.93,1,2,0,0.6656235642,,,,0,0.182,-4.462,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,189.1012,,188.23,1.48442,1,0,26.93,1,2,0,0.6656235642,,,,0,0.182,-4.462,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,190.1043,,188.23,1.48442,1,0,26.93,1,2,0,0.6656235642,,,,0,0.182,-4.462,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,191.1067,,188.23,1.48442,1,0,26.93,1,2,0,0.6656235642,,,,0,0.182,-4.462,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,138.9948,,188.23,1.48442,1,0,26.93,1,2,0,0.6656235642,,,,0,0.182,-4.462,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.128,0,0,0,0,0,0.2,0,0,0,0,0,0,0
