molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53,ld50
66,isonazaid,42.8,C1=CN=CC=C1C(=O)NN,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,45.2,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,58,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,59,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,60.1,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,60.9,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,62.8,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,64,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,66,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,66.8,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,68.2,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,69.7,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,71,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,74.1,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,77.4,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,77.8,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,79,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,80.1,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,84.4,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,88.1,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,88.9,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,91.3,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,93,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,93.9,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,95.3,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,103.1,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,105.2,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,106.1,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,107.2,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,108.1,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,109.4,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,110.2,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,119,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,121,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,137.1,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,138.2,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,143.0384,,122.127,0.1805,2,1,55.98,1,1,0,0.5772627921,,,,0,0,-4.218,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.619,0,0,0,1,0,0.2,0,0,0.2,0,0.8,0,0,2.078
