molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
117,dapsone,62.5,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N  ,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,80.8,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,86,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,92.2,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,93,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,101.6,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,105.2,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,108.2,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,115.9,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,123.1,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,128.9,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,133.8,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,137.2,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,138.1,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,140.9,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,142.7,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,156.1,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,157.4,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,157.7,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,189.2,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,232.5,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,249.3,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,270.0787,,248.307,1.6838,4,2,86.18,2,2,1,0.7916266737,,,,0,0,-5.111,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.739,0,0,0,0.6,0.2,0.6,0,0,0.2,0,0,0.6,0
