molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
113,glibenclamide,170.0073,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3 ,494.013,3.6417,5,3,113.6,8,2,0,0.5191797089,,,,-5.497,0,0.391,,,,,,,,,-1.214,0,0.2,0,0,0,0.2,0,0,0.4,0,0,0.6,0
,,171.0006,,494.013,3.6417,5,3,113.6,8,2,0,0.5191797089,,,,-5.497,0,0.391,,,,,,,,,-1.214,0,0.2,0,0,0,0.2,0,0,0.4,0,0,0.6,0
,,304.0725,,494.013,3.6417,5,3,113.6,8,2,0,0.5191797089,,,,-5.497,0,0.391,,,,,,,,,-1.214,0,0.2,0,0,0,0.2,0,0,0.4,0,0,0.6,0
,,306.0702,,494.013,3.6417,5,3,113.6,8,2,0,0.5191797089,,,,-5.497,0,0.391,,,,,,,,,-1.214,0,0.2,0,0,0,0.2,0,0,0.4,0,0,0.6,0
,,352.0394,,494.013,3.6417,5,3,113.6,8,2,0,0.5191797089,,,,-5.497,0,0.391,,,,,,,,,-1.214,0,0.2,0,0,0,0.2,0,0,0.4,0,0,0.6,0
,,369.0669,,494.013,3.6417,5,3,113.6,8,2,0,0.5191797089,,,,-5.497,0,0.391,,,,,,,,,-1.214,0,0.2,0,0,0,0.2,0,0,0.4,0,0,0.6,0
,,370.0696,,494.013,3.6417,5,3,113.6,8,2,0,0.5191797089,,,,-5.497,0,0.391,,,,,,,,,-1.214,0,0.2,0,0,0,0.2,0,0,0.4,0,0,0.6,0
,,371.0643,,494.013,3.6417,5,3,113.6,8,2,0,0.5191797089,,,,-5.497,0,0.391,,,,,,,,,-1.214,0,0.2,0,0,0,0.2,0,0,0.4,0,0,0.6,0
,,372.0666,,494.013,3.6417,5,3,113.6,8,2,0,0.5191797089,,,,-5.497,0,0.391,,,,,,,,,-1.214,0,0.2,0,0,0,0.2,0,0,0.4,0,0,0.6,0
,,395.046,,494.013,3.6417,5,3,113.6,8,2,0,0.5191797089,,,,-5.497,0,0.391,,,,,,,,,-1.214,0,0.2,0,0,0,0.2,0,0,0.4,0,0,0.6,0
,,396.0486,,494.013,3.6417,5,3,113.6,8,2,0,0.5191797089,,,,-5.497,0,0.391,,,,,,,,,-1.214,0,0.2,0,0,0,0.2,0,0,0.4,0,0,0.6,0
,,397.0428,,494.013,3.6417,5,3,113.6,8,2,0,0.5191797089,,,,-5.497,0,0.391,,,,,,,,,-1.214,0,0.2,0,0,0,0.2,0,0,0.4,0,0,0.6,0
,,83.2,,494.013,3.6417,5,3,113.6,8,2,0,0.5191797089,,,,-5.497,0,0.391,,,,,,,,,-1.214,0,0.2,0,0,0,0.2,0,0,0.4,0,0,0.6,0
