molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
44,fluconazole,139.0337,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O  ,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,141.0502,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,151.0343,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,169.045,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,170.0486,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,187.0559,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,200.0606,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,220.0675,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,221.0704,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,222.0744,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,238.0786,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,239.0813,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,240.0834,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,289.0999,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,290.1027,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,307.1114,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,308.1141,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,121.0638,,306.276,0.7358,5,1,81.65,5,3,0,0.7515159753,,,,0,0.231,-4.59,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.864,0,0,0,0.6,1,0,0,0,0.2,0,0,0.2,0
