molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53,herg,hepatotox,ames,skin,dili
9,Carbadox,130.0468,COC(=O)N/N=C/C1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-]  ,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,131.0546,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,143.0436,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,145.0339,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,147.0492,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,159.0495,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,163.0434,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,170.0508,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,171.0371,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
,,172.045,,262.225,-0.2035,4,1,104.57,2,2,4,0.3498396395,,,,0,0.091,-5.125,,,,,,,,,-0.788,0,0,0.8,0.8,0,0.2,0,0,0.8,0.8,0.6,0.8,1,0.248,0.56,0.924,0.34,0.75
