molecule number	FDA approved name	mz	smiles	mw	alogp	hba	hbd	psa	rotb	arom	alerts	qed
217	bekanamycin	133.9	C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N  	483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		161.2		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		162.1		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		163.4		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		186.1		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		203		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		205.5		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		233.4		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		234.4		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		235.4		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		243.2		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		280.5		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		323.8		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		324.7		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		351.5		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		365.5		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		449.4		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		467.3		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		484.6		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
		138.0913		483.519	-7.325	15	11	288.399999	6	0	0	0.1671335
