molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
88,trimethoprim,138.9,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N ,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,142.9,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,152.3,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,157,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,159.7,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,160.5,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,161.3,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,170.7,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,174.8,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,179.4,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,181.2,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,190,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,201.3,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,211.8,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,214,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,218,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,229.8,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,230.1,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,231.6,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,233.3,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,238.4,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,244.5,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,247.6,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,257.3,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,258.5,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,259.7,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,261.3,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
,,274.7,,290.323,1.2576,7,2,105.51,5,2,0,0.8533555071,,,,0,0.286,-5.736,,,,,,,,,-0.502,0,0.4,0,0.2,0,0.2,0,0.2,0.2,0,0,0,0
