molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53,herg,ld50
68,clopidogrel,152.0252,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3  ,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,153.028,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,154.0223,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,155.0248,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,157.0218,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,183.0199,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,184.0516,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,185.017,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,185.0548,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,186.0487,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,187.0517,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,201.0306,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,212.0475,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,213.05,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,214.044,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,215.0471,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,262.0447,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,322.0665,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,323.0694,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,324.0636,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,121.0639,,321.829,3.6739,3,0,29.54,3,2,1,0.8077611851,,,,0,0.312,-4.859,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.58,0,0,0,0.6,0,0.2,0.8,0,0,0,0,0,0.2,0.115,2.751
