molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
171,metronidazole,45.1,CC1=NC=C(N1CCO)[N+](=O)[O-]  ,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,50.1,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,56,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,57,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,60.2,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,67.2,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,69.1,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,71.2,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,71.8,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,73.3,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,81.2,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,82,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,84.8,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,86.1,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,90.9,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,92.8,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,94.9,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,97.4,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,97.9,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,99.2,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,99.4,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,109.1,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,111.1,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
,,112.9,,171.15599999,0.0920199999,4,1,81.19,3,1,2,0.5158680083,,,,0,0.5,-4.712,,,,,,,,,-1.667,0,0,0,0,0,0,0,0,0,0,0,0,0
