molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
162,sulfanilamide,69.1,C1=CC(=CC=C1N)S(=O)(=O)N  ,172.2089999999,-0.0838,3,2,86.18,1,1,1,0.5805509817,,,,0,0,-5.237,,,,,,,,,-1.265,0,0.4,0,0,0,0,0,0,0,0,0,0,0
,,71.2,,172.2089999999,-0.0838,3,2,86.18,1,1,1,0.5805509817,,,,0,0,-5.237,,,,,,,,,-1.265,0,0.4,0,0,0,0,0,0,0,0,0,0,0
,,72,,172.2089999999,-0.0838,3,2,86.18,1,1,1,0.5805509817,,,,0,0,-5.237,,,,,,,,,-1.265,0,0.4,0,0,0,0,0,0,0,0,0,0,0
,,80.9,,172.2089999999,-0.0838,3,2,86.18,1,1,1,0.5805509817,,,,0,0,-5.237,,,,,,,,,-1.265,0,0.4,0,0,0,0,0,0,0,0,0,0,0
,,81.3,,172.2089999999,-0.0838,3,2,86.18,1,1,1,0.5805509817,,,,0,0,-5.237,,,,,,,,,-1.265,0,0.4,0,0,0,0,0,0,0,0,0,0,0
,,82.3,,172.2089999999,-0.0838,3,2,86.18,1,1,1,0.5805509817,,,,0,0,-5.237,,,,,,,,,-1.265,0,0.4,0,0,0,0,0,0,0,0,0,0,0
,,84.9,,172.2089999999,-0.0838,3,2,86.18,1,1,1,0.5805509817,,,,0,0,-5.237,,,,,,,,,-1.265,0,0.4,0,0,0,0,0,0,0,0,0,0,0
,,88.9,,172.2089999999,-0.0838,3,2,86.18,1,1,1,0.5805509817,,,,0,0,-5.237,,,,,,,,,-1.265,0,0.4,0,0,0,0,0,0,0,0,0,0,0
,,91.9,,172.2089999999,-0.0838,3,2,86.18,1,1,1,0.5805509817,,,,0,0,-5.237,,,,,,,,,-1.265,0,0.4,0,0,0,0,0,0,0,0,0,0,0
,,93.5,,172.2089999999,-0.0838,3,2,86.18,1,1,1,0.5805509817,,,,0,0,-5.237,,,,,,,,,-1.265,0,0.4,0,0,0,0,0,0,0,0,0,0,0
