,Actual,Predicted
0,0.012264248170668865,0.02224741867571837
1,0.024322374523343297,0.02224741867571837
2,0.019169329073482427,0.02224741867571837
3,0.0019581572709471296,0.02224741867571837
4,0.019169329073482427,0.02224741867571837
5,0.0018550963619499122,0.02224741867571837
6,0.03576213542203442,0.02224741867571837
7,0.014634649077604863,0.02224741867571837
8,0.028547871792229212,0.02224741867571837
9,0.019169329073482427,0.02224741867571837
10,0.01556219725857982,0.02224741867571837
11,0.013810161805627127,0.02224741867571837
12,0.01556219725857982,0.02224741867571837
13,0.03473152633206225,0.02224741867571837
14,0.03112439451715964,0.02224741867571837
15,0.019169329073482427,0.02224741867571837
16,0.008760177264763476,0.02224741867571837
17,0.028547871792229212,0.02224741867571837
18,0.04720189632072555,0.02224741867571837
19,0.019169329073482427,0.02224741867571837
20,0.01329485726064104,0.02224741867571837
21,0.045346799958775635,0.02224741867571837
22,0.013604039987632691,0.02224741867571837
23,0.008141811810780171,0.02224741867571837
24,0.03576213542203442,0.02224741867571837
25,0.02298258270637947,0.02224741867571837
26,0.02298258270637947,0.02224741867571837
27,0.02576522724930434,0.02224741867571837
28,0.0019581572709471296,0.02224741867571837
29,0.03112439451715964,0.02224741867571837
30,0.019169329073482427,0.02224741867571837
31,0.01556219725857982,0.02224741867571837
32,0.02957848088220138,0.02224741867571837
33,0.02988766360919303,0.02224741867571837
34,0.015253014531588168,0.02224741867571837
35,0.012264248170668865,0.02224741867571837
36,0.01875708543749356,0.02224741867571837
37,0.012264248170668865,0.02224741867571837
38,0.017314232711532516,0.02224741867571837
39,0.014531588168607647,0.02224741867571837
40,0.01556219725857982,0.02224741867571837
41,0.0018550963619499122,0.02224741867571837
42,0.033907039060084514,0.02224741867571837
43,0.02298258270637947,0.02224741867571837
44,0.033907039060084514,0.02224741867571837
45,0.0302999072451819,0.02224741867571837
46,0.014634649077604863,0.02224741867571837
47,0.013191796351643822,0.02224741867571837
48,0.018138719983510253,0.02224741867571837
49,0.023394826342368343,0.02224741867571837
50,0.025971349067298775,0.02224741867571837
51,0.011852004534679996,0.02224741867571837
52,0.012264248170668865,0.02224741867571837
53,0.0019581572709471296,0.02224741867571837
54,0.021642790889415644,0.02224741867571837
55,0.0032979490879109555,0.02224741867571837
56,0.033907039060084514,0.02224741867571837
57,0.019169329073482427,0.02224741867571837
58,0.027929506338245907,0.02224741867571837
59,0.016386684530557562,0.02224741867571837
60,0.021951973616407296,0.02224741867571837
61,0.0018550963619499122,0.02224741867571837
62,0.02813562815624034,0.02224741867571837
63,0.021951973616407296,0.02224741867571837
64,0.02298258270637947,0.02224741867571837
65,0.015046892713593734,0.02224741867571837
66,0.03545295269504277,0.02224741867571837
67,0.045346799958775635,0.02224741867571837
68,0.030093785427187467,0.02224741867571837
69,0.036071318149026074,0.02224741867571837
70,0.019169329073482427,0.02224741867571837
