molecule number	FDA approved name	mz	smiles	mw	alogp	hba	hbd	psa	rotb	arom	alerts	qed
203	oxtetracycline	337.0705	CN(C)[C@@H]3C(\O)=C(\C(N)=O)C(=O)[C@@]4(O)C(/O)=C2/C(=O)c1c(cccc1O)[C@@](C)(O)[C@H]2[C@H](O)[C@@H]34	460.439	-1.24359999	10	7	201.84999999	2	1	1	0.2615545851
		365.0652		460.439	-1.24359999	10	7	201.84999999	2	1	1	0.2615545851
		381.0601		460.439	-1.24359999	10	7	201.84999999	2	1	1	0.2615545851
		398.0896		460.439	-1.24359999	10	7	201.84999999	2	1	1	0.2615545851
		408.1086		460.439	-1.24359999	10	7	201.84999999	2	1	1	0.2615545851
		426.1148		460.439	-1.24359999	10	7	201.84999999	2	1	1	0.2615545851
		443.1435		460.439	-1.24359999	10	7	201.84999999	2	1	1	0.2615545851
		444.1276		460.439	-1.24359999	10	7	201.84999999	2	1	1	0.2615545851
		461.1541		460.439	-1.24359999	10	7	201.84999999	2	1	1	0.2615545851
		137.0573		460.439	-1.24359999	10	7	201.84999999	2	1	1	0.2615545851
