molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
111,acemetacin,139.998,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O  ,415.829,3.47052,6,1,94.83,6,3,1,0.6192570573,,,,0,0.19,-5.13,,,,,,,,,-0.724,0,0,0,0.4,0,0.2,0.2,1,0.2,0,0,0,0.6
,,140.9925,,415.829,3.47052,6,1,94.83,6,3,1,0.6192570573,,,,0,0.19,-5.13,,,,,,,,,-0.724,0,0,0,0.4,0,0.2,0.2,1,0.2,0,0,0,0.6
,,158.1187,,415.829,3.47052,6,1,94.83,6,3,1,0.6192570573,,,,0,0.19,-5.13,,,,,,,,,-0.724,0,0,0,0.4,0,0.2,0.2,1,0.2,0,0,0,0.6
,,174.0917,,415.829,3.47052,6,1,94.83,6,3,1,0.6192570573,,,,0,0.19,-5.13,,,,,,,,,-0.724,0,0,0,0.4,0,0.2,0.2,1,0.2,0,0,0,0.6
,,175.0965,,415.829,3.47052,6,1,94.83,6,3,1,0.6192570573,,,,0,0.19,-5.13,,,,,,,,,-0.724,0,0,0,0.4,0,0.2,0.2,1,0.2,0,0,0,0.6
,,260.0938,,415.829,3.47052,6,1,94.83,6,3,1,0.6192570573,,,,0,0.19,-5.13,,,,,,,,,-0.724,0,0,0,0.4,0,0.2,0.2,1,0.2,0,0,0,0.6
,,312.0801,,415.829,3.47052,6,1,94.83,6,3,1,0.6192570573,,,,0,0.19,-5.13,,,,,,,,,-0.724,0,0,0,0.4,0,0.2,0.2,1,0.2,0,0,0,0.6
,,314.077,,415.829,3.47052,6,1,94.83,6,3,1,0.6192570573,,,,0,0.19,-5.13,,,,,,,,,-0.724,0,0,0,0.4,0,0.2,0.2,1,0.2,0,0,0,0.6
,,416.0922,,415.829,3.47052,6,1,94.83,6,3,1,0.6192570573,,,,0,0.19,-5.13,,,,,,,,,-0.724,0,0,0,0.4,0,0.2,0.2,1,0.2,0,0,0,0.6
,,118.0669,,415.829,3.47052,6,1,94.83,6,3,1,0.6192570573,,,,0,0.19,-5.13,,,,,,,,,-0.724,0,0,0,0.4,0,0.2,0.2,1,0.2,0,0,0,0.6
