molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53,herg,hepatotox,ames,skin,dili
7,Milrinone,50,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2  ,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,57.1,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,68.6,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,69.2,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,73,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,73.9,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,78.7,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,81.3,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,83.2,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
,,85.3,,211.224,1.617,3,1,69.54,1,2,0,0.7786697772,,,,0,0.083,-4.742,,,,,,,,,-0.328,0,0,0.4,0.6,0.4,0.4,0,1,0.8,0,0,0.2,0.2,0.199,0.746,0.208,0.386,0.824
