molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
172,aminophylline,96.0559,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N  ,420.434,-3.175599999,8,4,197.4,1,4,0,0.246991,,,,0,0.286,-4.957,,,,,,,,,-0.75,0,0,0,0.2,0,0,0,0,0,0,0,0,0
,,97.0436,,420.434,-3.175599999,8,4,197.4,1,4,0,0.246991,,,,0,0.286,-4.957,,,,,,,,,-0.75,0,0,0,0.2,0,0,0,0,0,0,0,0,0
,,124.0506,,420.434,-3.175599999,8,4,197.4,1,4,0,0.246991,,,,0,0.286,-4.957,,,,,,,,,-0.75,0,0,0,0.2,0,0,0,0,0,0,0,0,0
,,125.0539,,420.434,-3.175599999,8,4,197.4,1,4,0,0.246991,,,,0,0.286,-4.957,,,,,,,,,-0.75,0,0,0,0.2,0,0,0,0,0,0,0,0,0
,,137.0822,,420.434,-3.175599999,8,4,197.4,1,4,0,0.246991,,,,0,0.286,-4.957,,,,,,,,,-0.75,0,0,0,0.2,0,0,0,0,0,0,0,0,0
,,142.0616,,420.434,-3.175599999,8,4,197.4,1,4,0,0.246991,,,,0,0.286,-4.957,,,,,,,,,-0.75,0,0,0,0.2,0,0,0,0,0,0,0,0,0
,,181.0725,,420.434,-3.175599999,8,4,197.4,1,4,0,0.246991,,,,0,0.286,-4.957,,,,,,,,,-0.75,0,0,0,0.2,0,0,0,0,0,0,0,0,0
,,182.0739,,420.434,-3.175599999,8,4,197.4,1,4,0,0.246991,,,,0,0.286,-4.957,,,,,,,,,-0.75,0,0,0,0.2,0,0,0,0,0,0,0,0,0
,,120.0565,,420.434,-3.175599999,8,4,197.4,1,4,0,0.246991,,,,0,0.286,-4.957,,,,,,,,,-0.75,0,0,0,0.2,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.75,0,0,0,0.2,0,0,0,0,0,0,0,0,0
