molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
146,tenoxicam,96.0447,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3  ,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,110.9929,,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,121.04,,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,142.9613,,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,143.9951,,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,154.0319,,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,158.9563,,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,162.0668,,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,163.0742,,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,164.0821,,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,169.9755,,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,199.9832,,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,215.9784,,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,274.0677,,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,302.0068,,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,338.0271,,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,93.0335,,337.38,1.6425,5,2,99.6,2,2,0,0.8677133348,,,,0,0.154,-5.909,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.042,0,0,0,0.6,0.4,0.2,0,0,0.6,0,0,0.8,0.8
