molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
107,fenofibrate,138.9937,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl  ,360.837,4.68,4,0,52.6,6,2,2,0.5540618915,,,,0,0.3,-4.48,,,,,,,,,-0.58,0,0,0,0,0.2,0.8,1,0,0.2,0,0,0.6,0.2
,,139.9968,,360.837,4.68,4,0,52.6,6,2,2,0.5540618915,,,,0,0.3,-4.48,,,,,,,,,-0.58,0,0,0,0,0.2,0.8,1,0,0.2,0,0,0.6,0.2
,,140.9906,,360.837,4.68,4,0,52.6,6,2,2,0.5540618915,,,,0,0.3,-4.48,,,,,,,,,-0.58,0,0,0,0,0.2,0.8,1,0,0.2,0,0,0.6,0.2
,,233.0364,,360.837,4.68,4,0,52.6,6,2,2,0.5540618915,,,,0,0.3,-4.48,,,,,,,,,-0.58,0,0,0,0,0.2,0.8,1,0,0.2,0,0,0.6,0.2
,,234.0394,,360.837,4.68,4,0,52.6,6,2,2,0.5540618915,,,,0,0.3,-4.48,,,,,,,,,-0.58,0,0,0,0,0.2,0.8,1,0,0.2,0,0,0.6,0.2
,,235.0335,,360.837,4.68,4,0,52.6,6,2,2,0.5540618915,,,,0,0.3,-4.48,,,,,,,,,-0.58,0,0,0,0,0.2,0.8,1,0,0.2,0,0,0.6,0.2
,,236.0363,,360.837,4.68,4,0,52.6,6,2,2,0.5540618915,,,,0,0.3,-4.48,,,,,,,,,-0.58,0,0,0,0,0.2,0.8,1,0,0.2,0,0,0.6,0.2
,,361.1205,,360.837,4.68,4,0,52.6,6,2,2,0.5540618915,,,,0,0.3,-4.48,,,,,,,,,-0.58,0,0,0,0,0.2,0.8,1,0,0.2,0,0,0.6,0.2
,,362.1233,,360.837,4.68,4,0,52.6,6,2,2,0.5540618915,,,,0,0.3,-4.48,,,,,,,,,-0.58,0,0,0,0,0.2,0.8,1,0,0.2,0,0,0.6,0.2
,,363.1175,,360.837,4.68,4,0,52.6,6,2,2,0.5540618915,,,,0,0.3,-4.48,,,,,,,,,-0.58,0,0,0,0,0.2,0.8,1,0,0.2,0,0,0.6,0.2
,,108.0457,,360.837,4.68,4,0,52.6,6,2,2,0.5540618915,,,,0,0.3,-4.48,,,,,,,,,-0.58,0,0,0,0,0.2,0.8,1,0,0.2,0,0,0.6,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.58,0,0,0,0,0.2,0.8,1,0,0.2,0,0,0.6,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.58,0,0,0,0,0.2,0.8,1,0,0.2,0,0,0.6,0.2
